N,P,K,temperature,humidity,ph,rainfall,crop,soil,season,water,market_price
70.2,49.7,37.6,30.8,88.5,6.1,103.46365541576816,33,6,1,1004.8,2753
66.6,48.9,46.7,27.4,75.5,7.1,103.46365541576816,33,11,1,1123.8,2289
84.8,36.5,31.3,37.8,87.2,6.0,103.46365541576816,33,6,1,1184.4,2622
60.4,49.1,41.8,37.7,82.1,6.3,103.46365541576816,33,11,1,1081.4,1776
93.7,34.1,33.8,33.0,79.5,7.5,103.46365541576816,33,6,1,1161.4,1570
61.9,34.6,42.8,34.4,72.6,6.5,103.46365541576816,33,11,1,1205.2,2310
65.4,42.3,46.2,31.4,78.1,6.3,103.46365541576816,33,6,1,1264.2,2662
69.4,48.4,47.7,32.2,72.6,6.1,103.46365541576816,33,11,1,1223.5,2527
89.2,35.0,32.2,32.1,72.3,6.4,103.46365541576816,33,6,1,1080.7,1777
92.4,39.8,46.5,32.9,77.2,6.7,103.46365541576816,33,11,1,1105.2,2277
71.1,39.3,44.1,28.3,76.9,6.7,103.46365541576816,33,6,1,1009.7,3346
83.2,33.8,33.4,31.8,75.5,6.9,103.46365541576816,33,11,1,1083.1,2531
81.2,30.8,45.8,26.7,73.7,7.3,103.46365541576816,33,6,1,1034.0,2176
60.4,45.1,47.5,33.9,72.3,7.4,103.46365541576816,33,11,1,1292.9,1873
85.1,35.0,48.3,25.5,86.1,7.5,103.46365541576816,33,6,1,1257.9,3567
80.0,33.5,42.8,30.5,85.3,7.1,103.46365541576816,33,11,1,1183.2,2112
95.7,44.4,37.6,26.7,87.4,6.6,103.46365541576816,33,6,1,1100.9,2242
89.2,30.1,38.1,37.4,72.5,7.5,103.46365541576816,33,11,1,1072.7,3908
81.1,36.6,37.7,33.9,71.7,6.3,103.46365541576816,33,6,1,1137.4,2243
78.2,45.8,31.4,33.7,70.7,7.2,103.46365541576816,33,11,1,1227.8,2167
94.7,48.7,48.9,33.9,72.3,7.2,103.46365541576816,33,6,1,1236.7,2022
72.6,45.1,38.3,31.0,75.5,7.4,103.46365541576816,33,11,1,1061.8,2639
90.1,49.6,42.3,37.0,89.5,7.0,103.46365541576816,33,6,1,1051.4,1910
74.6,34.4,39.6,26.0,84.0,6.0,103.46365541576816,33,11,1,1056.4,3121
65.5,39.5,39.1,26.0,77.1,7.4,103.46365541576816,33,6,1,1230.9,3617
77.8,32.9,46.5,33.0,79.2,7.2,103.46365541576816,33,11,1,1119.4,1856
75.2,36.4,33.8,29.6,78.7,7.1,103.46365541576816,33,6,1,1299.2,3041
78.6,33.8,34.5,27.9,73.2,6.3,103.46365541576816,33,11,1,1122.9,2881
83.8,36.1,38.9,30.7,87.7,6.5,103.46365541576816,33,6,1,1049.6,3003
74.4,39.8,33.0,34.6,79.8,6.3,103.46365541576816,33,11,1,1251.7,2127
82.0,44.1,49.0,32.6,72.4,6.5,103.46365541576816,33,6,1,1017.0,1549
74.2,32.1,33.6,32.1,80.8,6.7,103.46365541576816,33,11,1,1214.6,3975
96.4,41.7,35.4,37.6,78.6,7.5,103.46365541576816,33,6,1,1082.4,1705
71.7,42.8,39.4,34.8,74.1,6.6,103.46365541576816,33,11,1,1228.0,3608
81.6,39.6,34.0,26.1,76.6,6.3,103.46365541576816,33,6,1,1156.3,1674
85.8,49.7,31.6,27.8,80.1,6.1,103.46365541576816,33,11,1,1135.6,1742
76.5,30.1,38.7,30.6,83.9,6.4,103.46365541576816,33,6,1,1131.7,1907
78.8,42.3,44.8,28.1,87.0,6.4,103.46365541576816,33,11,1,1216.0,2567
93.3,35.3,35.9,35.4,83.2,6.4,103.46365541576816,33,6,1,1238.1,1579
62.6,45.9,34.5,25.1,84.2,7.3,103.46365541576816,33,11,1,1225.9,1602
62.1,43.1,47.8,30.9,78.6,6.1,103.46365541576816,33,6,1,1207.5,2480
70.6,32.1,50.0,24.6,88.7,7.0,103.46365541576816,33,11,1,1175.9,2817
67.8,42.3,45.9,33.3,73.9,6.3,103.46365541576816,33,6,1,1181.6,3952
63.1,47.3,34.5,33.1,78.5,7.2,103.46365541576816,33,11,1,1138.4,3576
97.6,41.6,44.4,24.8,75.1,7.4,103.46365541576816,33,6,1,1111.3,3682
77.1,30.8,49.3,36.9,89.0,7.4,103.46365541576816,33,11,1,1207.8,2854
90.9,45.9,43.6,25.3,72.9,7.3,103.46365541576816,33,6,1,1253.0,2002
64.8,39.5,32.3,34.4,75.3,6.4,103.46365541576816,33,11,1,1144.0,2260
89.6,34.7,40.1,38.0,89.5,7.0,103.46365541576816,33,6,1,1251.8,3263
86.8,38.2,36.3,26.4,73.7,7.1,103.46365541576816,33,11,1,1184.7,2567
69.7,38.4,45.5,30.4,78.5,6.2,103.46365541576816,33,6,1,1066.6,2528
62.0,44.1,31.4,32.9,79.9,6.1,103.46365541576816,33,11,1,1017.6,3260
73.8,46.2,32.5,29.4,79.3,6.4,103.46365541576816,33,6,1,1152.4,2969
71.7,38.0,39.9,32.3,80.7,7.0,103.46365541576816,33,11,1,1096.0,3569
67.5,36.9,45.9,30.9,84.9,6.3,103.46365541576816,33,6,1,1035.8,2399
74.2,34.6,41.1,32.2,71.8,7.5,103.46365541576816,33,11,1,1078.7,2665
77.3,48.5,42.0,35.2,83.9,6.8,103.46365541576816,33,6,1,1165.8,1634
87.3,46.4,44.7,34.3,73.5,7.2,103.46365541576816,33,11,1,1064.1,2198
80.8,44.2,33.2,30.7,80.5,7.4,103.46365541576816,33,6,1,1171.3,2734
83.7,36.8,47.4,29.1,76.2,7.4,103.46365541576816,33,11,1,1224.3,2669
64.5,48.4,32.7,24.3,72.1,7.2,103.46365541576816,33,6,1,1202.0,3812
66.5,42.7,45.3,37.1,85.6,6.2,103.46365541576816,33,11,1,1050.5,3075
88.2,38.5,30.4,29.1,74.2,7.4,103.46365541576816,33,6,1,1089.5,1623
93.0,42.2,48.1,28.5,80.1,7.2,103.46365541576816,33,11,1,1259.6,2015
93.7,32.2,34.3,30.7,85.6,6.1,103.46365541576816,33,6,1,1189.2,1889
61.4,49.7,32.2,35.5,83.5,6.6,103.46365541576816,33,11,1,1103.4,2059
62.6,39.8,39.7,25.7,81.1,6.8,103.46365541576816,33,6,1,1170.3,2782
78.0,33.3,41.1,35.8,79.2,6.8,103.46365541576816,33,11,1,1276.0,3485
91.5,38.0,37.1,34.4,72.4,6.1,103.46365541576816,33,6,1,1062.2,3405
79.0,34.0,44.3,27.0,82.3,7.5,103.46365541576816,33,11,1,1271.0,2817
66.9,39.2,40.3,31.7,76.7,7.3,103.46365541576816,33,6,1,1092.4,3375
96.5,34.0,31.4,29.5,71.7,6.8,103.46365541576816,33,11,1,1094.9,2322
60.6,45.2,34.1,27.7,89.4,6.8,103.46365541576816,33,6,1,1232.9,3775
98.7,46.8,32.0,32.5,75.7,6.2,103.46365541576816,33,11,1,1231.0,3444
75.4,34.9,41.8,35.6,84.5,7.3,103.46365541576816,33,6,1,1139.1,1683
68.0,30.6,45.7,33.7,83.8,7.5,103.46365541576816,33,11,1,1222.5,3728
69.9,35.8,43.0,30.0,89.2,6.9,103.46365541576816,33,6,1,1262.5,3416
93.0,48.3,49.8,33.8,70.9,7.2,103.46365541576816,33,11,1,1142.7,2527
87.8,39.3,33.1,31.8,83.1,7.2,103.46365541576816,33,6,1,1073.4,1797
98.6,48.3,36.3,29.4,81.7,6.1,103.46365541576816,33,11,1,1083.2,3885
68.1,34.8,43.5,26.0,74.5,7.0,103.46365541576816,33,6,1,1196.4,3555
86.7,40.8,47.0,33.6,84.1,6.2,103.46365541576816,33,11,1,1116.4,2153
67.1,39.7,44.0,26.7,78.4,6.2,103.46365541576816,33,6,1,1225.7,3050
100.0,44.0,42.8,35.4,76.6,6.9,103.46365541576816,33,11,1,1275.9,2244
89.6,41.3,40.9,24.4,82.4,7.4,103.46365541576816,33,6,1,1158.7,1561
66.4,39.5,45.1,36.5,82.3,6.9,103.46365541576816,33,11,1,1048.7,2399
70.8,32.3,46.2,32.2,85.5,6.9,103.46365541576816,33,6,1,1092.9,3386
98.3,46.7,30.5,28.4,87.5,6.7,103.46365541576816,33,11,1,1081.0,2907
93.9,43.4,31.5,28.2,82.0,6.6,103.46365541576816,33,6,1,1139.0,3062
62.2,48.4,39.4,34.7,80.1,6.5,103.46365541576816,33,11,1,1254.0,1753
71.5,46.9,35.6,27.1,75.8,7.2,103.46365541576816,33,6,1,1099.1,3586
77.6,47.7,43.8,28.7,84.4,7.1,103.46365541576816,33,11,1,1209.8,2934
96.0,41.9,40.1,33.9,80.8,7.4,103.46365541576816,33,6,1,1108.3,2889
73.3,37.2,46.7,26.8,87.3,7.3,103.46365541576816,33,11,1,1017.8,3948
77.7,44.1,31.8,36.9,82.8,6.6,103.46365541576816,33,6,1,1237.4,1848
64.2,34.2,38.9,30.8,86.1,7.1,103.46365541576816,33,11,1,1083.0,3520
77.0,48.9,35.4,29.2,79.0,7.1,103.46365541576816,33,6,1,1064.0,2241
76.0,46.8,35.1,33.2,80.3,6.9,103.46365541576816,33,11,1,1046.2,1595
83.4,36.3,33.2,33.2,80.8,6.5,103.46365541576816,33,6,1,1292.7,2919
88.4,45.5,40.1,33.7,88.1,7.0,103.46365541576816,33,11,1,1280.1,3640
79.7,32.3,40.1,34.3,79.3,6.1,103.46365541576816,33,6,1,1295.5,3246
95.3,38.3,37.7,29.4,73.1,6.7,103.46365541576816,33,11,1,1188.1,2177
93.9,37.8,38.5,30.1,86.0,7.2,103.46365541576816,33,6,1,1263.4,2933
74.4,47.6,47.1,25.5,78.5,6.2,103.46365541576816,33,11,1,1080.4,2008
99.9,49.6,32.8,31.3,86.9,7.5,103.46365541576816,33,6,1,1026.4,3098
78.1,42.1,31.1,26.7,78.6,6.3,103.46365541576816,33,11,1,1272.7,2750
85.9,44.7,48.0,36.2,83.3,7.2,103.46365541576816,33,6,1,1222.9,1696
77.2,47.7,36.9,27.9,80.9,7.4,103.46365541576816,33,11,1,1200.9,2777
99.4,43.7,48.9,30.0,77.5,7.0,103.46365541576816,33,6,1,1275.5,1590
88.9,31.2,38.0,35.3,79.5,6.2,103.46365541576816,33,11,1,1084.6,2190
89.6,31.2,31.1,26.5,70.1,6.5,103.46365541576816,33,6,1,1060.7,3062
60.6,36.1,46.4,35.6,77.8,6.4,103.46365541576816,33,11,1,1070.0,3617
97.3,37.7,48.2,27.2,74.5,6.1,103.46365541576816,33,6,1,1146.7,3273
92.5,37.2,43.8,27.9,80.8,7.4,103.46365541576816,33,11,1,1263.8,2528
60.8,33.3,41.9,29.9,80.3,7.1,103.46365541576816,33,6,1,1189.9,3886
83.2,31.3,45.5,34.5,82.0,6.1,103.46365541576816,33,11,1,1053.3,3450
75.3,40.9,38.6,27.8,86.2,6.7,103.46365541576816,33,6,1,1030.8,1542
80.8,32.1,45.2,30.6,87.8,6.4,103.46365541576816,33,11,1,1235.7,3994
94.6,34.0,41.6,27.2,73.9,6.1,103.46365541576816,33,6,1,1055.3,3537
91.2,37.3,37.6,33.4,70.2,7.3,103.46365541576816,33,11,1,1235.3,3768
70.7,43.7,34.2,31.4,77.2,7.0,103.46365541576816,33,6,1,1099.6,3117
80.7,33.1,47.9,28.0,83.5,6.1,103.46365541576816,33,11,1,1115.4,3621
62.4,44.6,46.8,24.5,88.3,6.5,103.46365541576816,33,6,1,1028.2,3825
78.1,43.0,31.9,36.1,73.1,6.7,103.46365541576816,33,11,1,1066.5,2215
62.3,42.7,31.9,34.2,80.5,6.7,103.46365541576816,33,6,1,1119.7,2874
83.0,42.6,49.4,24.6,86.0,6.3,103.46365541576816,33,11,1,1107.8,1951
99.4,33.3,38.0,33.0,80.3,7.0,103.46365541576816,33,6,1,1211.0,2518
83.7,46.9,36.6,34.7,70.8,7.3,103.46365541576816,33,11,1,1084.7,3537
83.1,43.5,39.0,27.7,77.9,7.0,103.46365541576816,33,6,1,1051.7,3423
83.6,39.6,45.3,36.5,88.1,7.3,103.46365541576816,33,11,1,1208.3,1871
95.4,46.2,39.3,37.3,74.6,6.7,103.46365541576816,33,6,1,1042.0,2241
80.8,35.9,47.7,34.2,82.8,7.4,103.46365541576816,33,11,1,1150.7,3019
88.8,46.6,44.4,31.6,75.8,6.4,103.46365541576816,33,6,1,1295.8,3781
64.8,49.7,39.1,35.4,77.6,6.9,103.46365541576816,33,11,1,1190.1,1880
96.8,30.6,46.4,36.7,89.5,6.1,103.46365541576816,33,6,1,1135.0,3319
93.3,32.9,42.5,30.0,82.9,6.1,103.46365541576816,33,11,1,1108.6,1567
90.3,33.7,45.0,24.4,72.8,6.9,103.46365541576816,33,6,1,1163.5,1903
69.3,32.2,30.1,35.4,82.8,6.4,103.46365541576816,33,11,1,1147.9,3373
77.4,46.5,37.5,31.6,73.3,7.4,103.46365541576816,33,6,1,1137.2,2222
68.4,39.6,38.1,31.1,70.2,6.5,103.46365541576816,33,11,1,1094.8,3887
68.1,33.7,41.8,35.1,73.7,6.8,103.46365541576816,33,6,1,1020.6,1870
100.0,41.1,39.4,31.2,71.0,6.7,103.46365541576816,33,11,1,1095.7,2777
93.8,35.4,42.4,31.8,77.9,6.6,103.46365541576816,33,6,1,1272.7,2280
78.2,34.4,46.3,33.5,79.6,6.0,103.46365541576816,33,11,1,1073.7,3455
80.0,37.2,36.4,33.0,79.0,7.1,103.46365541576816,33,6,1,1043.4,3527
73.1,36.1,41.7,31.4,79.1,6.3,103.46365541576816,33,11,1,1285.6,3251
95.6,41.4,33.9,32.7,87.1,6.4,103.46365541576816,33,6,1,1167.4,2274
61.4,43.4,37.4,30.4,81.4,7.3,103.46365541576816,33,11,1,1049.0,1694
70.9,37.5,46.4,28.4,76.0,6.5,103.46365541576816,33,6,1,1092.3,3764
84.7,30.6,49.5,33.6,75.1,6.9,103.46365541576816,33,11,1,1120.0,3931
72.6,33.2,41.9,24.9,71.5,7.1,103.46365541576816,33,6,1,1229.4,2873
62.9,31.1,32.6,32.0,88.1,6.2,103.46365541576816,33,11,1,1262.0,2669
92.3,41.6,32.5,33.8,89.5,6.9,103.46365541576816,33,6,1,1169.6,3561
66.1,39.9,34.8,33.3,70.0,6.6,103.46365541576816,33,11,1,1244.0,2048
74.2,49.5,43.8,32.7,72.4,6.5,103.46365541576816,33,6,1,1103.0,2243
76.2,44.7,48.3,34.3,87.3,6.9,103.46365541576816,33,11,1,1037.5,1896
65.8,49.8,32.6,33.9,77.0,7.3,103.46365541576816,33,6,1,1070.8,2900
61.6,41.8,48.0,34.3,79.6,6.6,103.46365541576816,33,11,1,1131.4,1831
64.5,45.3,35.6,31.1,81.4,6.5,103.46365541576816,33,6,1,1023.6,2068
73.0,35.8,39.1,29.6,79.7,6.4,103.46365541576816,33,11,1,1241.9,3873
78.4,34.7,38.9,30.7,71.6,7.2,103.46365541576816,33,6,1,1111.1,2266
69.7,36.5,40.8,31.1,75.0,6.8,103.46365541576816,33,11,1,1007.3,2053
86.2,31.6,34.5,29.8,88.6,7.0,103.46365541576816,33,6,1,1221.0,2528
68.8,35.4,48.2,29.6,88.4,6.6,103.46365541576816,33,11,1,1209.0,2373
80.3,36.1,44.5,24.8,86.3,6.6,103.46365541576816,33,6,1,1051.2,3040
80.3,41.8,36.6,34.4,70.8,6.8,103.46365541576816,33,11,1,1214.5,3018
77.3,44.6,48.2,34.5,84.9,6.4,103.46365541576816,33,6,1,1250.9,1883
99.5,30.7,40.5,32.4,79.5,7.2,103.46365541576816,33,11,1,1192.8,3651
65.5,46.2,43.3,34.4,87.0,6.7,103.46365541576816,33,6,1,1011.4,1536
89.0,37.9,31.0,28.1,87.9,6.4,103.46365541576816,33,11,1,1239.1,2562
73.4,49.9,39.5,30.1,80.2,6.6,103.46365541576816,33,6,1,1286.1,2368
89.4,41.7,47.9,25.3,73.9,6.7,103.46365541576816,33,11,1,1195.4,1959
82.1,37.0,37.7,25.4,88.6,6.9,103.46365541576816,33,6,1,1088.0,3235
71.1,36.1,45.6,37.1,78.4,6.4,103.46365541576816,33,11,1,1108.2,2264
98.7,43.7,45.5,28.8,75.9,7.2,103.46365541576816,33,6,1,1028.7,3829
96.8,33.4,36.4,25.2,83.1,6.9,103.46365541576816,33,11,1,1240.3,2443
62.0,41.7,34.2,24.6,76.7,7.3,103.46365541576816,33,6,1,1275.7,1614
91.8,33.4,44.8,31.9,74.1,7.3,103.46365541576816,33,11,1,1200.2,2002
90.3,31.4,49.1,37.6,72.9,6.3,103.46365541576816,33,6,1,1118.1,3803
64.2,44.8,31.8,27.3,85.0,6.2,103.46365541576816,33,11,1,1210.1,2057
87.8,45.0,48.0,34.9,78.0,7.3,103.46365541576816,33,6,1,1142.7,3183
96.3,38.7,47.5,28.1,80.6,6.1,103.46365541576816,33,11,1,1206.4,2569
70.4,33.3,35.7,35.2,75.5,7.4,103.46365541576816,33,6,1,1223.5,1865
78.2,49.3,32.2,25.1,82.1,6.7,103.46365541576816,33,11,1,1186.7,3344
76.2,45.2,31.8,27.9,84.5,6.2,103.46365541576816,33,6,1,1177.4,3567
60.3,48.1,44.2,36.1,82.3,6.1,103.46365541576816,33,11,1,1235.8,1645
96.7,38.5,43.4,37.5,83.5,7.0,103.46365541576816,33,6,1,1144.6,3313
88.4,38.9,49.8,24.6,83.0,6.6,103.46365541576816,33,11,1,1074.3,1920
60.3,49.7,36.6,32.5,74.2,6.4,103.46365541576816,33,6,1,1102.5,3608
81.2,32.6,30.1,37.6,81.4,7.2,103.46365541576816,33,11,1,1140.7,3113
61.6,30.4,43.7,26.6,84.1,6.9,103.46365541576816,33,6,1,1241.2,1874
70.1,49.1,43.4,30.3,77.8,6.9,103.46365541576816,33,11,1,1171.6,3377
63.1,40.4,39.0,35.6,77.9,6.6,103.46365541576816,33,6,1,1271.0,2483
93.9,30.7,48.3,26.2,83.8,7.0,103.46365541576816,33,11,1,1278.3,3830
91.4,42.2,37.0,37.7,77.6,6.4,103.46365541576816,33,6,1,1187.1,3402
87.2,46.6,42.8,37.1,76.9,6.5,103.46365541576816,33,11,1,1219.9,1665
68.1,33.0,38.3,26.0,86.1,7.2,103.46365541576816,33,6,1,1051.1,1721
66.4,46.6,31.4,25.5,75.0,7.3,103.46365541576816,33,11,1,1179.0,1646
74.8,31.4,39.0,32.5,87.1,6.0,103.46365541576816,33,6,1,1105.2,1842
73.2,30.3,46.5,27.1,76.5,7.3,103.46365541576816,33,11,1,1115.3,2651
73.6,42.8,30.6,33.1,79.1,7.4,103.46365541576816,33,6,1,1198.6,1959
85.3,36.3,37.9,30.8,87.9,7.4,103.46365541576816,33,11,1,1040.0,3907
63.7,48.6,42.6,30.1,81.2,6.3,103.46365541576816,33,6,1,1202.4,2935
74.5,42.2,49.9,30.8,86.3,7.1,103.46365541576816,33,11,1,1050.8,3273
71.2,36.1,36.4,34.4,81.4,6.6,103.46365541576816,33,6,1,1203.8,2381
66.3,33.6,47.1,36.8,76.2,6.4,103.46365541576816,33,11,1,1052.4,1670
96.7,42.1,45.9,30.2,82.3,6.9,103.46365541576816,33,6,1,1211.7,1653
63.5,37.7,49.4,31.5,87.2,7.2,103.46365541576816,33,11,1,1081.7,2227
65.2,32.7,35.8,25.4,72.7,6.9,103.46365541576816,33,6,1,1170.4,3829
69.2,30.7,41.1,27.9,83.4,6.9,103.46365541576816,33,11,1,1090.5,2062
87.2,46.8,34.3,30.0,72.6,7.4,103.46365541576816,33,6,1,1240.3,2602
94.7,32.3,42.1,28.0,88.4,7.4,103.46365541576816,33,11,1,1078.8,1597
80.9,46.2,43.4,35.2,87.7,6.0,103.46365541576816,33,6,1,1234.7,1779
96.3,37.2,48.7,31.8,89.9,7.4,103.46365541576816,33,11,1,1017.7,1849
95.1,37.7,42.1,31.2,82.0,6.8,103.46365541576816,33,6,1,1052.2,1842
87.9,36.9,48.2,25.3,88.0,6.8,103.46365541576816,33,11,1,1170.2,3077
90.7,31.1,48.5,27.0,87.1,6.5,103.46365541576816,33,6,1,1243.3,2164
78.2,35.2,34.4,28.4,80.0,6.2,103.46365541576816,33,11,1,1277.0,1771
76.0,34.6,43.0,35.9,79.6,6.2,103.46365541576816,33,6,1,1248.4,2272
62.9,48.3,36.9,28.6,90.0,6.7,103.46365541576816,33,11,1,1180.4,3831
72.7,38.2,33.5,24.5,83.9,7.3,103.46365541576816,33,6,1,1254.3,1678
83.6,43.2,43.7,28.8,74.4,6.0,103.46365541576816,33,11,1,1047.9,3196
60.3,36.2,46.0,34.9,73.9,7.5,103.46365541576816,33,6,1,1019.4,1954
66.5,35.6,38.9,27.8,73.1,7.3,103.46365541576816,33,11,1,1292.1,2908
90.3,32.3,35.6,28.0,79.9,6.7,103.46365541576816,33,6,1,1240.1,2644
63.9,36.9,31.6,31.6,88.4,7.3,103.46365541576816,33,11,1,1029.8,2001
60.1,36.0,44.9,36.1,79.5,6.4,103.46365541576816,33,6,1,1193.9,2151
93.0,35.0,43.5,34.8,84.1,6.2,103.46365541576816,33,11,1,1176.6,3822
91.6,47.1,34.2,24.1,74.3,6.6,103.46365541576816,33,6,1,1225.7,2733
73.6,40.6,41.8,31.2,86.8,6.8,103.46365541576816,33,11,1,1072.0,1924
96.7,48.2,49.7,26.5,74.8,6.7,103.46365541576816,33,6,1,1279.1,3442
83.8,41.4,43.2,30.1,72.9,7.1,103.46365541576816,33,11,1,1253.2,1892
71.6,42.2,44.4,32.8,88.3,7.4,103.46365541576816,33,6,1,1006.0,2243
80.4,33.7,48.6,32.7,86.3,7.0,103.46365541576816,33,11,1,1198.6,2243
71.1,36.3,33.3,32.0,86.1,7.4,103.46365541576816,33,6,1,1255.4,3096
83.7,34.9,31.7,24.5,78.8,6.4,103.46365541576816,33,11,1,1011.4,3452
87.5,43.4,42.0,32.3,82.0,6.1,103.46365541576816,33,6,1,1143.1,3123
60.1,44.7,46.3,24.8,87.5,7.1,103.46365541576816,33,11,1,1040.3,3598
93.8,39.4,47.5,30.2,75.5,6.5,103.46365541576816,33,6,1,1206.6,2922
93.9,43.1,48.4,34.8,82.5,6.1,103.46365541576816,33,11,1,1078.9,3770
87.9,38.9,50.0,32.3,75.4,6.9,103.46365541576816,33,6,1,1252.7,1998
84.0,47.9,32.7,32.7,84.1,6.5,103.46365541576816,33,11,1,1291.9,2726
73.3,32.3,43.4,26.6,87.4,7.3,103.46365541576816,33,6,1,1178.0,2953
81.8,35.1,46.4,29.0,88.2,6.3,103.46365541576816,33,11,1,1281.1,2270
94.1,33.1,30.2,33.0,84.7,7.1,103.46365541576816,33,6,1,1217.9,1840
97.9,41.8,34.4,34.4,82.3,7.3,103.46365541576816,33,11,1,1070.3,3914
92.0,36.5,36.0,34.3,84.1,6.1,103.46365541576816,33,6,1,1008.1,3741
88.6,44.6,31.8,33.1,78.8,6.9,103.46365541576816,33,11,1,1007.5,1776
62.6,31.6,43.2,34.4,72.7,7.4,103.46365541576816,33,6,1,1017.2,2370
62.7,47.5,41.6,24.2,81.4,6.2,103.46365541576816,33,11,1,1147.1,1541
61.4,31.4,48.9,26.1,85.7,6.1,103.46365541576816,33,6,1,1104.2,2527
88.4,39.3,41.0,34.3,80.4,7.0,103.46365541576816,33,11,1,1032.1,2188
92.2,39.2,43.7,33.5,74.2,7.4,103.46365541576816,33,6,1,1216.3,3136
75.6,30.0,43.3,34.6,76.7,6.9,103.46365541576816,33,11,1,1144.9,3848
60.3,44.4,31.7,33.6,84.5,7.1,103.46365541576816,33,6,1,1026.3,2727
81.6,37.0,31.2,25.8,81.4,6.8,103.46365541576816,33,11,1,1165.8,2715
67.6,36.3,34.8,33.3,79.9,6.1,103.46365541576816,33,6,1,1076.6,1682
73.5,44.8,41.7,29.5,81.0,6.1,103.46365541576816,33,11,1,1276.2,2676
76.5,39.8,34.0,29.5,76.4,6.7,103.46365541576816,33,6,1,1273.1,3368
67.5,44.5,45.2,27.1,88.3,6.1,103.46365541576816,33,11,1,1015.9,2994
63.5,37.4,40.3,31.4,74.7,7.2,103.46365541576816,33,6,1,1169.7,3600
64.4,41.4,40.0,37.6,88.6,6.2,103.46365541576816,33,11,1,1104.5,1916
89.5,32.0,49.3,32.9,77.3,6.4,103.46365541576816,33,6,1,1026.2,2698
62.0,35.9,35.6,27.4,79.5,6.2,103.46365541576816,33,11,1,1108.0,2571
75.4,34.2,46.7,31.4,86.2,7.0,103.46365541576816,33,6,1,1239.5,1849
60.7,31.9,44.3,27.8,87.5,7.2,103.46365541576816,33,11,1,1177.7,3457
89.1,33.1,37.4,30.0,79.1,6.5,103.46365541576816,33,6,1,1135.4,1689
62.2,44.5,31.9,35.2,85.2,6.2,103.46365541576816,33,11,1,1025.7,3120
81.2,39.5,35.8,28.1,71.7,6.5,103.46365541576816,33,6,1,1259.2,3351
69.4,49.6,44.8,28.5,83.5,6.2,103.46365541576816,33,11,1,1079.4,3463
80.6,40.9,38.8,29.5,71.2,6.9,103.46365541576816,33,6,1,1072.8,2359
94.0,34.0,30.9,31.0,74.3,6.2,103.46365541576816,33,11,1,1092.9,2017
98.8,33.4,34.6,25.7,85.7,7.0,103.46365541576816,33,6,1,1026.4,3477
78.1,49.7,47.8,31.9,79.2,6.3,103.46365541576816,33,11,1,1053.4,1802
70.3,44.2,43.9,27.4,79.3,7.3,103.46365541576816,33,6,1,1255.9,2778
69.1,48.2,43.3,35.5,89.1,6.3,103.46365541576816,33,11,1,1019.4,2454
62.7,46.1,48.7,25.0,79.6,7.1,103.46365541576816,33,6,1,1114.5,2550
87.8,44.7,30.1,36.7,74.1,7.2,103.46365541576816,33,11,1,1137.0,3420
71.5,33.2,42.8,37.6,85.4,6.1,103.46365541576816,33,6,1,1191.5,3460
95.1,36.4,42.9,29.2,76.1,6.0,103.46365541576816,33,11,1,1293.1,2910
84.1,36.5,38.3,25.2,87.5,6.1,103.46365541576816,33,6,1,1238.5,2447
82.8,35.8,44.3,25.7,78.4,6.7,103.46365541576816,33,11,1,1046.5,2935
61.5,40.4,38.2,24.7,76.8,7.2,103.46365541576816,33,6,1,1226.6,3574
75.4,47.2,48.7,26.2,72.5,6.4,103.46365541576816,33,11,1,1179.2,3740
95.6,38.4,48.9,24.1,83.3,6.3,103.46365541576816,33,6,1,1142.3,2814
62.2,47.8,46.1,31.8,88.1,6.1,103.46365541576816,33,11,1,1009.1,2191
88.2,46.4,32.6,34.4,76.3,7.2,103.46365541576816,33,6,1,1171.7,1913
73.3,48.0,37.6,36.8,84.5,6.2,103.46365541576816,33,11,1,1113.9,2381
91.8,49.1,41.2,37.5,76.6,6.1,103.46365541576816,33,6,1,1236.9,2154
78.9,40.2,30.1,27.3,73.7,7.4,103.46365541576816,33,11,1,1190.9,3348
79.4,50.0,43.0,26.0,82.9,6.5,103.46365541576816,33,6,1,1215.2,2365
63.9,30.6,44.2,33.4,83.1,6.9,103.46365541576816,33,11,1,1024.7,3355
79.9,31.5,41.7,37.1,83.8,6.2,103.46365541576816,33,6,1,1234.9,3312
78.7,30.6,37.8,35.6,71.6,7.2,103.46365541576816,33,11,1,1076.1,3627
96.6,47.0,40.7,30.2,85.7,6.1,103.46365541576816,33,6,1,1212.7,3575
99.2,40.4,40.1,31.4,80.6,6.9,103.46365541576816,33,11,1,1098.2,3601
61.8,35.9,39.7,27.0,89.5,6.7,103.46365541576816,33,6,1,1096.6,3835
71.2,30.4,34.1,31.4,75.9,6.9,103.46365541576816,33,11,1,1035.3,2783
94.4,46.3,33.0,29.1,72.9,6.3,103.46365541576816,33,6,1,1238.0,3826
87.2,35.0,33.0,28.1,84.8,6.0,103.46365541576816,33,11,1,1073.0,3068
78.7,46.2,42.5,25.0,89.7,6.2,103.46365541576816,33,6,1,1141.6,3816
68.2,48.8,35.8,33.6,79.5,6.6,103.46365541576816,33,11,1,1057.5,3431
98.0,46.3,39.9,35.2,84.1,6.0,103.46365541576816,33,6,1,1139.2,2475
